stop_id;station;typeNP;typePP;N_CA_Park_f;N_CA_Park_p;N_CA_Park_Tot;N_CA_Park_occ;N_AT_Park_occ;N_AT_Park_f;N_AT_Park_p;N_AT_Park_Tot;N_BTM_freq;N_BTM_rout;N_TR_freq_tue;N_TR_freq_sat;N_TR_freq_off;N_TR_amp;N_TR_ttcentr;N_TR_trcentr;P_DE_res;P_DE_job;P_DE_bas;P_DE_reg;P_DE_met;P_DI_shan;P_DI_IJI;P_DG_IC;P_DG_perm;P_DG_netw;PP_MOT_sec;PP_MOT_tert;PP_MOT_work;PP_MOT_other;PP_RID_orig;PP_RID_rid;PP_RID_dest;PP_EFF_walk;PP_EFF_bike;PP_EFF_far
8821451;Kijkuit;1;2;;0;;12;39;48;0;48;0;0;41;37;2;0,601701871;5,19765371;5,617021278;4166;762,6495928;185,8572053;152,3129449;78,24208695;5,70943323;67,0721;379;310;2970;0,173987004;0;0,028600704;0,068612682;0,72879961;0,022075777;0,27120039;0,527559055;0,393700787;0,078740157
8891660;Knokke;2;3;370;0;370;63;173;300;0;300;264;7;20;16;1;0,546983507;3,178239721;4,425531917;9199;4320,612432;214,8995721;156,2036901;144,8524951;5,772515528;79,5751;820;607;6210;0,013623785;0,013623785;0,057948914;0,288470852;0,626332664;0,105800206;0,373667336;0,139874739;0,292275574;0,567849687
8892320;Koksijde;4;3;124;0;124;89;21;94;0;94;74;2;40;30;2;0,570864198;1,606043573;4,223404255;2237;939,9814065;92,08472911;96,58574986;85,76262787;4,476902174;82,8151;255;200;2021;0;0;0,145656444;0,21956329;0,634780266;0,053963011;0,365219734;0,102345416;0,162046908;0,735607676
8821311;Kontich-Lint;1;2;255;0;255;204;506,4;633;0;633;117;5;68;64;4;0,676049383;8,300465978;6,021276595;5682;346,4009457;166,2548561;148,4127617;90,1606389;5,547360248;67,688;245;186;3223;0;0,012352594;0,047323125;0,06225256;0,87807172;0,138178013;0,12192828;0,208676141;0,489902767;0,301421092
8892403;Kortemark;4;1;119;0;119;147;99;204;0;204;55;2;40;30;2;0,515603781;4,766512394;4,234042554;2492;1450,510649;143,4729128;93,17120296;4,978465539;5,69681677;73,3381;282;225;2523;0,12133262;0,057894098;0,051724457;0,118301793;0,650747031;0,080290419;0,349252969;0,117310443;0,271816881;0,610872675
8811254;Kortenberg;1;2;185;0;185;186;133;182;0;182;347;10;96;74;6;0,631141975;9,49679165;7,127659572;5530;1478,331366;160,3586404;125,3839256;84,81699418;6,338315217;72,1346;350;264;3277;0;0;0,151593077;0,055276849;0,793130074;0,099749808;0,206869926;0,304132231;0,403305785;0,292561983
8896008;Kortrijk;2;4;56;481;537;455;1340;1609;168;1777;1175;28;180;109;8;0,689822531;7,154861361;7,563829786;15582;13284,10002;274,9368055;240,1834157;198,7916793;8,101708075;88,4436;988;725;7964;0,077952755;0,174785895;0,118802395;0,084619197;0,427189496;1,480712312;0,572810504;0,064465409;0,241614256;0,693920335
8893567;Kwatrecht;1;6;36;0;36;23;17;28;0;28;69;3;43;34;2;0,613611111;8,202082936;5,638297875;1088;2395,303809;102,413706;99,92216797;65,85148649;4,169254658;83,2889;144;147;1766;0;0;0,441597;0,088588563;0,469814437;0,016515952;0,530185563;0,43902439;0,390243902;0,170731707
8892056;Landegem;1;2;90;0;90;119;272;194;0;194;4;1;51;36;2;0,617970679;8,498727892;6,329787237;1892;496,6289641;113,4992843;58,9792088;4,0871766;3,799495342;71,9286;339;184;1947;0;0;0,042140836;0,047424657;0,910434507;0,095825225;0,089565493;0,162642948;0,520965693;0,31639136
8833605;Landen;2;1;755;0;755;604;184,8;231;0;231;196;7;112;71;5;0,733164063;6,802519162;6,617021275;6132;1496,217373;202,6104597;111,8845561;16,35593301;5,323175466;64,4326;501;385;5080;0,008462208;0,004733099;0,025953423;0,049389276;0,911461994;0,517717855;0,088538006;0,171753607;0,223085461;0,605160932
8893054;Landskouter;1;5;13;0;13;6;13;6;0;6;12;1;44;0;2;0,544931038;7,370091641;1,90425532;722;46,20881437;65,19400737;62,63163203;60,25673076;1,175271739;62,013;98;122;936;0;0;0,029364736;0,028346017;0,942289247;0,010302029;0,057710753;0,75;0,184210526;0,065789474
8833258;Langdorp;1;2;57;0;57;23;47;122;0;122;0;0;43;35;2;0,568767361;7,824767398;5,393617025;2140;106,3722589;116,3205659;134,9819814;109,5738931;4,649650621;56,21;253;232;2129;0;0;0,01002799;0,016311874;0,973660135;0,024528641;0,026339865;0,269230769;0,567307692;0,163461538
8812161;Lebbeke;1;2;93;5;98;123;110;180;0;180;0;0;69;32;4;0,621250482;6,816550105;5,276595746;4836;949,3400697;190,0754689;183,8654599;141,7872742;4,918478261;68,3467;379;292;3251;0;0;0,023219855;0,035464772;0,941315373;0,060013409;0,058684627;0,305970149;0,572761194;0,121268657
8895067;Lede;2;2;397;0;397;407;368;416;0;416;40;2;80;69;4;0,621250482;7,893396255;5,319148941;6775;870,3495105;188,243891;139,8216792;98,05511225;6,684782609;62,3175;528;396;4986;0,007904607;0;0,017167686;0,041699459;0,933228248;0,232695044;0,066771752;0,245029554;0,426114992;0,328855454
8814332;Lembeek;1;1;106;0;106;84,8;20,8;26;0;26;82;2;64;33;4;0,532697242;8,915123821;5,787234043;4204;935,9117126;150,2041052;140,9822723;46,73727363;5,088315217;69,4205;405;331;3291;;;;;0,803587328;0,103347342;0,196412672;;;
8832003;Leopoldsburg;4;3;233;0;233;140;120;316;0;316;178;6;34;30;2;0,465048225;2,415356508;0,10638298;6183;1234,776254;174,4508869;136,8659898;77,92814609;7,646545031;72,2791;424;293;4273;0;0;0,188513684;0,137054094;0,674432222;0,046931467;0,325567778;0,187165775;0,461675579;0,351158645
8833001;Leuven;5;4;0;1059;1059;937;5669;5332;826;6158;2615;51;404;230;22;0,715434028;9,086057064;7,553191487;17512;14793,62874;257,277151;243,6571461;223,5773134;8,352096273;85,7332;892;618;7512;0,027346094;0,11788175;0,223412319;0,101685554;0,453897233;5,599234706;0,546102767;0,084343392;0,362534481;0,553122127
8892205;Lichtervelde;1;1;123;0;123;97;171;413;0;413;62;4;118;76;6;0,556267361;5,656149029;5,797872342;4191;1072,926367;121,3282202;79,4457272;22,31205314;5,894798137;74,171;362;270;2871;0,003442749;0;0,02218712;0,016178904;0,847895296;0,509214593;0,152104704;0,190189329;0,396729776;0,413080895
8895836;Liedekerke;1;1;204;357;561;428;359;420;0;420;148;3;151;105;8;0,572964892;9,294185992;6,563829788;3777;764,1284252;172,9708754;127,9464844;93,63578987;4,769992236;70,4597;300;231;2874;0,007335174;0,008965213;0,023797728;0,032300584;0,927601301;0,3044822;0,072398699;0,102170659;0,484281437;0,413547904
8821600;Lier;2;1;418;32;450;360;886,4;1108;0;1108;1167;25;227;138;12;0,606019001;7,652332963;5,45744681;13370;5387,372241;195,2492578;165,4949799;143,8933601;7,550465839;78,7188;668;499;5529;0,046965608;0,056497812;0,1195923;0,066562546;0,646395306;0,93862934;0,353604694;0,194024841;0,412890232;0,393084928
8895570;Lierde;1;1;160;0;160;88;35;84;0;84;10;1;49;32;2;0,600625;5,400402763;1,90425532;1170;108,2793664;82,13985168;37,63902903;3,177800598;2,591226708;61,3612;138;97;1405;0;0;0,012888202;0,02834715;0,958764648;0,06998839;0,041235352;0,173177083;0,350260417;0,4765625
8814142;Linkebeek;3;2;25;0;25;20;24;30;0;30;590;3;132;101;8;0,641111593;9,144864628;5,914893621;6859;2383,75533;216,2250714;195,5628968;178,1925516;6,999223602;70,7895;672;495;4061;0,080699883;0;0,078650845;0,062663975;0,777985296;0,163360751;0,222014704;0,43908046;0,413793103;0,147126437
8891629;Lissewege;4;5;70;0;70;21;35;70;0;70;11;2;31;14;2;0,313288966;4,82694486;3,127659576;2135;276,3602631;98,56446737;54,56998613;79,35697292;2,403920807;65,9845;207;161;2107;0;0;0,014591942;0,040791159;0,944616899;0,026490933;0,055383101;0,754010695;0,20855615;0,037433155
8894201;Lokeren;2;1;536;0;536;569;975;1106;110;1216;209;12;183;118;10;0,648919753;7,867922161;5,638297875;10819;4619,577511;207,7813333;169,7632951;122,8077198;7,808618012;81,5424;722;582;6008;0,030204844;0,011441229;0,053415553;0,04624976;0,791494412;0,745834219;0,208505588;0,138232721;0,439195101;0,422572178
8832565;Lommel;4;1;166;0;166;132,8;208;260;0;260;64;1;34;35;2;0,555231964;2,976581751;1,000000004;2307;447,2791251;145,295471;144,6091922;52,95358105;4,257569876;71,7809;259;291;3017;0,0566583;0;0,022002697;0,114921435;0,806417568;0,08797606;0,193582432;0,092544987;0,404884319;0,502570694
8822111;Londerzeel;2;1;71;0;71;131;225;239;0;239;242;9;78;32;4;0,592044753;7,745704208;3,563829789;5263;1343,518963;174,7520746;132,4410241;39,84536205;5,797748447;70,9254;569;341;3914;0,029115536;0;0,078663725;0,053767936;0,838452803;0,148643566;0,161547197;0,183934808;0,452852154;0,363213038
8814357;Lot;1;5;112;0;112;89,6;20,8;26;0;26;490;5;64;33;4;0,53371142;9,349872813;6,553191489;3389;1679,185832;135,0839062;135,2146405;122,2055148;5,44060559;76,5711;270;228;3044;0;0;0,258011806;0,056378784;0,68560941;0,065573234;0,31439059;0,509090909;0,236363636;0,254545455
8822137;Malderen;1;2;66;0;66;22;141;272;0;272;5;1;42;32;2;0,602779707;7,239502945;3,563829789;2936;215,8996553;131,0679617;94,94932288;25,4652306;3,76552795;55,3083;322;180;2075;0;0;0,006553088;0,03317152;0,960275392;0,052164244;0,039724608;0,219557196;0,634686347;0,145756458
8891132;Maria-Aalter;1;1;33;0;33;13;87;72;0;72;0;0;42;36;2;0,653402778;7,403054453;6,276595743;623;49,87205804;55,43383871;44,60054927;9,896688946;1,047166149;67,5398;93;89;866;0;0;0,017085394;0,035667214;0,947247393;0,02714503;0,052752607;0,135458167;0,533864542;0,330677291
8822004;Mechelen;5;4;0;1096;1096;742;2902;2300;151;2451;1558;37;467;271;26;0,666944444;9,087137723;7,212765955;17675;13706,5162;239,8482492;201,9863107;177,6308813;7,533967391;84,6194;758;529;6151;0,034442107;0,075835967;0,131671693;0,063231205;0,538621703;3,41111638;0,461378297;0,079170802;0,42739001;0,493439188
8822343;Mechelen-Nekkerspoel;2;2;0;158;158;109;388;373;0;373;564;12;139;136;8;0,664677855;8,877357045;6,308510639;18296;10172,38298;274,2575513;241,377957;210,0312394;6,998253106;82,6894;850;619;6726;;;;;0,651077968;0,295978938;0,348922032;;;
8811171;Meiser;3;6;100;85;185;;;14;0;14;1271;8;148;28;10;0,546983507;9,369792082;6,074468088;46842;20101,9169;261,1241032;241,4560181;198,8780156;9,098408385;;965;694;3820;;;;;0,430670606;0,09369941;0,569329394;;;
8821824;Melkouwen;1;2;50;0;50;40;105,6;132;0;132;2;1;45;34;2;0,603858507;7,059403099;2,797872343;1134;82,93440225;70,77011945;67,20528118;29,09426402;2,394215839;52,4824;169;143;973;0;0;0,005733218;0,042284951;0,951981832;0,029761418;0,048018168;0,282178218;0,603960396;0,113861386
8893039;Melle;1;4;127;0;127;133;264;257;0;257;133;6;124;66;6;0,663546007;8,488827082;5,851063829;4465;759,6370944;183,1096483;153,6791164;151,9874191;6,583850932;72,3286;338;258;3597;0,101143512;0,062532711;0,093692671;0,051757434;0,690873672;0,141939071;0,309126328;0,356997972;0,39148073;0,251521298
8894755;Melsele;1;2;22;0;22;18;98;114;0;114;0;0;41;32;2;0,58140625;7,028911099;3,627659575;2919;126,3764264;96,97501974;95,52026224;49,41658676;2,241847826;58,59;168;113;1886;0;0;0,006621165;0,059389533;0,933989302;0,030251991;0,066010698;0,274725275;0,637362637;0,087912088
8896305;Menen;2;1;144;0;144;123;142;398;0;398;264;9;45;35;2;0,614699556;4,646526946;4,904255318;10794;3385,389154;223,474341;181,0469287;143,1165012;7,926048137;75,1614;780;575;6263;0,057548342;0;0,095228488;0,097547439;0,74967573;0,141448498;0,25032427;0,221482098;0,389675271;0,388842631
8812120;Merchtem;1;2;172;0;172;232;151;188;0;188;5;1;69;32;4;0,595255112;7,577764935;5,276595746;5153;1154,564115;113,2580368;68,15211508;27,24327493;5,216420807;72,1809;275;205;2480;0,040778978;0;0,031052671;0,034629191;0,893539159;0,119209197;0,106460841;0,291626564;0,387872955;0,320500481
8893013;Merelbeke;1;2;168;0;168;167;323;224;0;224;221;4;124;66;6;0,673767361;8,788693334;5,872340426;6900;761,4541918;154,0234837;146,2826617;145,1382279;6,196622671;67,0048;213;188;2908;0,061054686;0,032113179;0,061105896;0,073359488;0,772366751;0,133272284;0,227633249;0,32810271;0,379457917;0,292439372
8811197;Merode;3;6;0;171;171;;;6;0;6;961;6;52;0;4;0,29945216;8,979792118;3,925531918;29712;15479,93002;221,4727267;199,4815192;165,1232103;9,408967391;;784;620;3879;;;;;0,258611196;0,08339738;0,741388804;;;
8814431;Moensberg;3;1;28;0;28;;;20;0;20;338;3;93;28;6;0,540837674;8,551695098;3,627659575;9053;2798,32648;214,6554162;187,0773536;167,5825239;7,374805901;;594;455;3578;;;;;0,716650263;0,071460108;0,283349737;;;
8832409;Mol;2;1;327;0;327;353;533;560;64;624;430;11;70;51;4;0,66015625;4,345863688;4,829787234;7694;3880,819111;235,3652719;195,3487611;156,7304412;7,049689441;77,101;634;470;6312;0,117884577;0,03746031;0,098556494;0,115632154;0,630466465;0,35877226;0,369533535;0,115338882;0,29667063;0,587990488
8812112;Mollem;1;5;24;0;24;26;18;56;0;56;25;1;65;32;4;0,588843075;7,919483596;5,276595746;1832;181,4731082;89,00479195;87,71407448;37,36036985;2,742624224;58,1754;167;128;1617;0;0;0,021536009;0,034308007;0,944155985;0,037937632;0,055844015;0,539267016;0,293193717;0,167539267
8893062;Moortsele;1;2;44;0;44;11;16;54;0;54;34;1;44;32;2;0,552131559;6,774845601;1,90425532;1115;267,1804548;65,83402191;60,67551899;38,95787433;2,583462733;67,1716;158;142;1103;0;0;0,010080182;0,027117634;0,962802183;0,016352428;0,037197817;0,387283237;0,375722543;0,23699422
8821147;Mortsel;2;6;;0;;28,8;76,8;96;0;96;540;4;147;98;8;0,700243538;7,442306492;5,861702128;11020;8369,689047;218,0435879;208,3744922;192,0990717;7,695069876;77,489;427;331;4816;0;0;0,517293355;0,093985796;0,388720849;0,082416235;0,611279151;0,224489796;0,414965986;0,360544218
8821246;Mortsel-Liersesteenweg;2;5;79;0;79;63,2;115,2;144;0;144;160;2;68;64;4;0,690976563;7,641312624;5,287234045;10990;1439,824723;215,705749;202,9863462;167,6748447;6,184006211;77,3547;476;364;5579;0;0;0,047287785;0,102472874;0,850239341;0,031069612;0,149760659;0,6;0,258823529;0,141176471
8821238;Mortsel-Oude God;2;2;0;0;0;0,8;228,8;286;0;286;398;4;67;72;4;0,587777778;8,013411931;5,968085108;15317;3682,082417;278,0418851;247,2621831;226,2139022;8,15314441;82,3049;665;463;7625;0,01715353;0;0,063620033;0,078808773;0,840417665;0,152731673;0,159582335;0,222003929;0,532416503;0,245579568
8811403;Mouterij;3;6;;0;;;;0;0;0;1158;3;97;28;6;0,531684028;9,385945062;6,053191491;58578;32335,63936;307,77917;279,4246236;227,2640601;9,436141304;;932;575;4050;;;;;0,373393878;0,047258516;0,626606122;;;
8822426;Muizen;1;5;74;0;74;59,2;51,2;64;0;64;62;1;73;34;4;0,501736111;8,540746439;4,117021281;3478;608,4511178;148,497837;150,9626271;140,6956672;4,963121118;;269;235;3005;0;0;0,018499843;0,123729182;0,857770975;0,027472078;0,142229025;0,576923077;0,21978022;0,203296703
8895232;Munkzwalm;1;2;216;0;216;71;21;120;0;120;0;0;47;34;2;0,669214892;5,631224416;4,904255318;1595;216,6771853;123,513199;54,67484964;6,616239644;2,637810559;63,4073;206;179;1845;0;0;0,01215775;0,042403312;0,945438938;0,043006884;0,054561062;0,303240741;0,365740741;0,331018519
8832615;Neerpelt;4;3;176;0;176;140,8;136;170;0;170;224;7;33;35;2;0,574016686;1,157273874;1,000000004;5692;2682,559289;194,6350015;167,3543971;78,71532212;7,145768634;75,6212;495;330;4378;0,037402665;0;0,033583345;0,169954503;0,759059487;0,061158079;0,240940513;0,061044177;0,268273092;0,670682731
8833670;Neerwinden;1;5;28;0;28;22,4;28,8;36;0;36;28;2;43;33;2;0,665810667;7,186228661;6,617021275;1455;73,00946263;56,80633272;37,45791551;5,184335274;3,276397516;55,6214;104;85;1320;0;0;0,011557301;0,093615503;0,894827197;0,02142168;0,105172803;0,589041096;0,383561644;0,02739726
8824240;Niel;4;2;25;0;25;27;45;60;0;60;64;2;63;34;4;0,520602334;5,451612388;0,968085108;8713;757,5776481;214,7372568;177,2534496;168,5131576;5,19992236;68,4989;558;479;5195;0;0;0,059533823;0,088320792;0,852145385;0,030579039;0,147854615;0,385416667;0,526041667;0,088541667
8894714;Nieuwkerken-Waas;1;2;63;0;63;21;65;112;0;112;59;2;41;32;2;0,598474151;6,989974292;3,627659575;3603;680,07887;139,1568981;147,5874931;144,9869321;5,190217391;73,9485;259;194;2289;0;0;0,041006299;0,075201448;0,883792253;0,020113486;0,116207747;0,322222222;0,555555556;0,122222222
8821667;Nijlen;2;2;109;0;109;87,2;332;414;0;414;84;4;48;34;2;0,551100019;7,025527384;5,127659578;6693;1339,314755;211,8483109;136,0729619;15,78503388;6,876940994;66,6375;428;298;4617;0,036093969;0;0,019357561;0,056974553;0,887573918;0,09484408;0,112426082;0,272536688;0,51048218;0,216981132
8895760;Ninove;2;1;274;4;278;384;100;268;0;268;160;7;56;31;2;0,578233507;7,381878521;4,744680851;8952;4124,851193;198,4382792;166,6682534;89,14045092;7,998835404;80,8902;568;404;5479;0,112148862;0,014843232;0,031303753;0,043567706;0,798136447;0,211927461;0,201863553;0,26566416;0,304260652;0,430075188
8821105;Noorderkempen;4;1;354;0;354;650;210;296;0;296;151;5;39;32;1;0,43523341;5,978092556;0,617021278;1284;526,837613;86,22971472;72,57264172;74,17611001;3,235636646;78,8672;179;178;1500;0;0;0,031547837;0,049229802;0,919222361;0,218959004;0,080777639;0,017251636;0,104699584;0,87804878
8811247;Nossegem;1;5;60;0;60;53;23;48;0;48;0;0;64;35;4;0,624538966;9,603433021;7,127659572;2527;1503,394781;116,1864193;110,9366263;105,542763;3,670419255;74,307;195;141;2637;0;0;0,289974829;0,064332976;0,645692195;0,0619757;0,354307805;0,641509434;0,13836478;0,220125786
8895778;Okegem;1;5;66;0;66;43;31;100;0;100;42;1;51;31;2;0,570864198;7,951161641;4,744680851;2127;136,2424536;102,3216761;104,7427286;77,21852797;3,651009317;63,2354;150;130;2042;0;0;0,019855235;0,028232631;0,951912134;0,030742564;0,048087866;0,665454545;0,221818182;0,112727273
8832458;Olen;1;2;124;0;124;99,2;150,4;188;0;188;30;2;72;36;4;0,631141975;5,521191743;4,64893617;3934;463,2706001;156,8645192;85,33450894;107,4224924;5,005822981;63,0549;410;313;3496;0;0;0,054569071;0,070337161;0,875093769;0,095334652;0,124906231;0,260700389;0,408560311;0,3307393
8891702;Oostende;2;3;0;705;705;348;799;1008;0;1008;1843;26;61;51;3;0,774155575;5,538743154;6,223404257;13478;8873,381324;185,5098758;170,002117;142,5215565;5,928765528;85,4048;797;703;6098;0,011308271;0,023829876;0,087086309;0,303088245;0,574687299;1,23395418;0,425312701;0,042605634;0,363028169;0,594366197
8891116;Oostkamp;1;2;42;0;42;13;95;100;0;100;0;0;42;36;2;0,673767361;6,826098711;6,319148938;1612;159,9409158;136,287112;104,0815839;74,739843;2,84064441;71,8636;165;227;1646;0;0;0,045100534;0,090709401;0,864190064;0,025509787;0,135809936;0,219298246;0,5;0,280701754
8812146;Opwijk;2;2;306;0;306;295;281;432;0;432;125;4;69;32;4;0,604938272;7,203250191;5,276595746;5604;1377,407459;177,7153879;113,5690158;38,57101942;6,272321429;64,5338;551;420;4587;0,037752193;0,011432002;0,018607526;0,037591361;0,894616918;0,18510948;0,105383082;0,269204152;0,41799308;0,312802768
8893518;Oudegem;1;2;30;0;30;21;40;104;0;104;64;1;39;0;2;0,575069444;6,593244313;3,563829789;2509;921,4294141;129,5797049;135,1098132;121,0859488;3,316187888;60,908;228;181;1990;0;0;0,053691674;0,051217622;0,895090703;0,023220447;0,104909297;0,335106383;0,526595745;0,138297872
8892601;Oudenaarde;2;1;582;0;582;342;255;376;0;376;378;15;129;63;6;0,689822531;5,704495569;5,468085109;6896;5919,209567;215,9471955;169,2593537;159,6679267;7,426242236;83,3959;584;488;5410;0,126019104;0,022836918;0,05728297;0,045082868;0,652568843;0,625970925;0,347431157;0,109540636;0,261130742;0,629328622
8833134;Oud-Heverlee;4;2;13;0;13;12;16;71;0;71;4;1;62;33;4;0,485150945;7,990220415;1,436170217;2262;500,2976433;106,0588219;96,24187291;53,36929031;4,512810559;66,8011;290;267;2451;0;0;0,042426576;0,069122657;0,888450767;0,021094631;0,111549233;0,362204724;0,488188976;0,149606299
8832573;Overpelt;4;3;55;0;55;44;81,6;102;0;102;53;1;34;35;2;0,56772039;1,91234513;1,000000004;4691;2868,178003;206,132015;196,9912226;91,87577797;6,402368012;71,2079;558;416;4171;0,033300821;0;0,083984519;0,182737332;0,699977328;0,038428205;0,300022672;0,25443787;0,366863905;0,378698225
8896735;Poperinge;2;3;94;0;94;79;180;272;0;272;86;4;23;18;1;0,676049383;0,947695716;4,904255318;5698;2273,610777;183,4564388;142,3356504;83,67879102;7,334045031;78,2583;536;376;4327;0,045124675;0;0,074632534;0,14769764;0,73254515;0,080126895;0,26745485;0,142226148;0,30565371;0,552120141
8822715;Puurs;4;1;160;8;168;196;312;342;0;342;125;5;74;51;4;0,499770448;6,960607824;3,223404258;4603;1210,432224;178,6717639;137,9931439;85,27939707;5,09996118;71,4197;454;358;4204;0,058891096;0;0,102214499;0,060282286;0,778612118;0,200153713;0,221387882;0,209322034;0,302542373;0,488135593
8896800;Roeselare;2;1;0;542;542;123;785;796;0;796;592;17;79;46;4;0,571914063;5,139306594;5,723404258;12449;11219,78098;278,5585094;226,2922007;192,5438229;8,605395963;85,0098;720;489;6926;0,141213449;0,071922776;0,135013149;0,101946814;0,549903813;0,457050349;0,450096187;0,068170169;0,417221937;0,514607893
8892908;Ronse;4;1;117;0;117;120;68;88;0;88;480;18;21;15;1;0,47265625;4,406932534;1,978723404;10956;2686,783921;198,7252229;166,071444;107,1523868;7,204968944;75,7188;641;450;5882;0,022079442;0,012008118;0,06561265;0,06284454;0,837455251;0,173008683;0,162544749;0,186637618;0,50399419;0,309368192
8814365;Ruisbroek;1;5;120;11;131;104,8;45,6;57;0;57;37;2;64;33;4;0,539816744;9,516679066;6,553191489;9331;1812,054555;205,2080435;170,220789;174,0749589;6,732336957;80,9061;403;314;4095;0;0;0,113702602;0,037812176;0,848485222;0,084869099;0,151514778;0,527237354;0,357976654;0,114785992
8822848;Ruisbroek-Sauvegarde;4;2;23;0;23;43;65;32;0;32;0;0;62;34;4;0,480326003;6,369617143;0,978723406;3220;523,8574027;133,3445759;153,4888948;145,4692843;4,036296584;63,3932;284;250;2775;0;0;0,057458435;0,054602495;0,887939071;0,023220447;0,112060929;0,422619048;0,470238095;0,107142857
8811007;Schaarbeek;3;6;35;7;42;;;46;0;46;651;3;217;112;9;0,661285204;9,950016464;8,872340425;31941;9564,551578;178,9937978;170,5922403;146,8978636;7,755240683;;535;383;2593;;;;;0,270624752;0,462610174;0,729375248;;;
8893070;Scheldewindeke;4;2;76;0;76;39;75;170;0;170;0;0;44;32;2;0,557303723;6,29890247;1,90425532;2226;264,002493;98,48689008;60,41198108;6,00544895;4,265333851;65,9127;183;139;2043;0;0;0,019720111;0,066211539;0,91406835;0,051183098;0,08593165;0,311367381;0,355848435;0,332784185
8824232;Schelle;4;5;18;0;18;17;30;32;0;32;30;2;63;34;4;0,514606964;5,586654849;0,968085108;7713;705,2002771;196,641067;144,1070802;151,2093441;4,220690994;64,8875;447;369;4159;0;0;0,01684378;0,068233644;0,914922576;0,023383971;0,085077424;0,590673575;0,362694301;0,046632124
8893542;Schellebelle;1;2;60;0;60;117;166;132;0;132;0;0;81;35;4;0,61252363;7,606168449;5,638297875;1936;124,1490057;108,3499302;114,4740909;51,39741287;1,95943323;51,5225;163;157;1214;0;0;0,021230517;0,063863426;0,914906057;0,062956846;0,085093943;0,186915888;0,574766355;0,238317757
8895711;Schendelbeke;1;5;34;0;34;64;11;28;0;28;22;1;51;31;2;0,610351563;5,285539418;4,670212767;1679;111,0308036;96,81073489;95,70250799;76,45646307;2,546583851;59,2524;151;160;2257;0;0;0,018507694;0,069686206;0,9118061;0,02371102;0,0881939;0,606741573;0,269662921;0,123595506
8893526;Schoonaarde;1;1;113;0;113;65;81;149;0;149;41;2;39;34;2;0,583526235;6,927497859;3,553191491;1478;220,7567852;88,49518093;68,58997288;35,47023253;1,968167702;62,6527;148;114;1445;0;0;0,013971238;0,04388779;0,942140972;0,0451327;0,057859028;0,057534247;0,715068493;0,22739726
8831088;Schulen;1;1;90;0;90;100;81;96;0;96;42;3;43;35;2;0,613611111;6,063981702;5,393617025;698;37,02337026;49,84224339;60,79825702;22,45222829;0,688082298;53,1051;67;62;950;0;0;0,024499581;0,059240049;0,91626037;0,036629438;0,08373963;0,069948187;0,370466321;0,559585492
8893583;Serskamp;1;2;20;0;20;10;50;108;0;108;0;0;42;35;2;0,599549093;7,622048298;5,319148941;794;33,19329934;79,98431595;69,33767405;6,282907252;0,588121118;40,6615;92;89;1083;0;0;0,011792973;0,060362189;0,927844838;0,017497097;0,072155162;0,242424242;0,63030303;0,127272727
8812013;Simonis;3;6;40;0;40;;;0;0;0;2662;11;29;32;2;0,364178723;8,670121304;6,010638296;68156;11581,26561;318,7286071;286,8421596;274,1583287;9,329386646;;1140;751;4761;;;;;0,458828902;0,014880709;0,541171098;;;
8894425;Sinaai;1;1;64;0;64;47;108;123;0;123;44;3;70;32;4;0,592044753;7,578667459;5,638297875;2469;416,2363453;118,0015378;80,39131603;50,9186153;5,117430124;71,4118;318;239;2096;0;0;0,023779859;0,050900999;0,925319141;0,041535166;0,074680859;0,180952381;0,371428571;0,447619048
8812211;Sint-Agatha-Berchem;3;4;65;0;65;;;4;0;4;1879;8;68;36;4;0,53574267;8,69260758;6,106382978;15985;11017,25793;189,1134771;186,8020172;185,2209737;7,770768634;;566;458;3255;;;;;0,538175106;0,124605498;0,461824894;;;
8892692;Sint-Denijs-Boekel;1;2;109;0;109;68;30;90;0;90;39;1;47;0;2;0,676049383;5,370235756;5,074468084;593;27,04206322;45,4785385;34,55817802;2,922955082;1,358695652;58,8338;79;75;728;0;0;0,013171337;0,015321974;0,971506689;0,02371102;0,028493311;0,21192053;0,490066225;0,298013245
8814167;Sint-Genesius-Rode;2;2;289;56;345;276;64;80;0;80;198;2;133;101;8;0,652280575;8,787803149;5,914893621;6997;451,0506764;184,5554232;164,9546243;127,2183291;7,244759317;64,9105;573;442;5384;0,019848071;0;0,045831748;0,039248934;0,895071247;0,253626151;0,104928753;0,243818681;0,494505495;0,261675824
8893443;Sint-Gillis;2;2;3;0;3;18;17;0;0;0;0;0;65;32;4;0,626736111;6,700294128;5,276595746;7974;1717,658234;178,1278729;183,5552935;135,1431571;6,066576087;63,918;563;409;4081;;;;;0,904380485;0,017170049;0,095619515;;;
8814449;Sint-Job;3;5;45;0;45;;;24;0;24;1875;4;159;66;10;0,532697242;8,892266952;5,382978726;12385;4392,893639;246,4325235;247,7197781;203,6627741;9,412849379;;677;550;2779;;;;;0,658704387;0,143574314;0,341295613;;;
8833159;Sint-Joris-Weert;4;2;87;0;87;85;38;38;0;38;106;3;63;33;4;0,491946373;7,602085047;1,436170217;1728;159,4467449;84,77895206;46,052267;1,744095716;2,488354037;60,0435;171;182;2284;0;0;0,02222488;0,052519625;0,925255496;0,056252351;0,074744504;0,34591195;0,251572327;0,402515723
